title,username,feedback,rating,date,id
Good Place to Work,"QA Software Engineer in Meriden, CT","Pros:Great people, good culture, good business Cons:Pay could always be a little better.",4,2021-07-15T00:00:00.000Z,49832575
Solid workplace,"Systems Technician in Menomonie, WI","Pros:The pay is good and the work great. Cons:Management, Training program, Lack of career opportunities for someone without a 4 year degree",4,2021-07-15T00:00:00.000Z,49831697
Good company to work with,Manager in Bangalore,Pros:Good Management Innovative products Good Salary Good working environment till the time I was working Cons:Management to bring more product for Indian market. Advice to Management:NA,4,2021-07-15T00:00:00.000Z,49818433
Diversification,"Project Engineer II in Woodlands New Town,",Pros:A very diversify company with multiple career opportunities. Cons:Too diversify to focus on key priority,4,2021-07-15T00:00:00.000Z,49797268
YOUR JUST A NUMBER!,Machine Operator,Pros:The pay is pretty good for what your doing. Cons:THEY DO NOT CARE ABOUT THEIR EMPLOYEES!!!,2,2021-07-14T00:00:00.000Z,49795767
Corporate Job,"Media Manager in Minneapolis, MN","Pros:Easy hours, not a lot of expectations Cons:Not lots of people ith background in marketing",3,2021-07-14T00:00:00.000Z,49784577
Great Company,"Intern in Woodlands New Town,","Pros:Healthy work-life balance, friendly employees Cons:- - - - -",5,2021-07-14T00:00:00.000Z,49756691
Executive,SEO Executive in Pune,"Pros:Positive work, new learning, flexible Cons:Work pressure of work, no time limit",5,2021-07-14T00:00:00.000Z,49742331
Recommended,Regional Sales Manager in Istanbul,Pros:It’s a great place to work. Cons:Aggressive targets and pressure all the time.,4,2021-07-13T00:00:00.000Z,49736531
Good Stable Job but Promotions are hard to come by,"Product Development Engineer in San Antonio, TX",Pros:Benefits Employee stock program resources to vast technologies and people Cons:slow promotions Hard to get recognized due to so many employees,4,2021-07-13T00:00:00.000Z,49699118
About culture,Associate Manager in Pune,"Pros:Exposure, visibility, transparency, policies, salary on time Cons:Missing long term goal, no team building, no trainings, Advice to Management:Focus on business exponential growth and growth of the employee",3,2021-07-13T00:00:00.000Z,49693487
Becoming too corporate minded,"Human Resources Coordinator in Brownwood, TX","Pros:Good compensation, benefits, and time off packages Cons:Company it too corporate minded",3,2021-07-13T00:00:00.000Z,49688556
Culture,Anonymous Employee,Pros:None. Terrible management due to which a very high turn over rate Cons:Dog eat dog culture as described in the Pros.,1,2021-07-13T00:00:00.000Z,49686760
Large company false promises,"Associate Territory Representative in Denver, CO",Pros:There’s a lot of opportunity to grow and move positions internally. Cons:You can’t move positions unless you’ve been in the same role for 2 years. They acquired KCI which was the company I originally worked for and I needed to transfer laterally to be closer to home but they wouldn’t allow it.,2,2021-07-13T00:00:00.000Z,49683149
Canada lost in translation,Account Manager,Pros:Brand is so strong that doors open very easily Cons:Model is now US centric. Canada is lost in translation because US doesn’t understand that needs can and are different Advice to Management:Listen to your field reps,2,2021-07-12T00:00:00.000Z,49664803
Loved it,Regional Sales Manager in Budapest,"Pros:Great Company Great Culture Feeling listened to, being valued and part of a fantastic team Cons:As it’s a conglomerate, someone can easily work on a product portfolio (division) which is not necessarily in focus and have positive outlook Career progression can be slow",5,2021-07-12T00:00:00.000Z,49645488
Log Conversion Operator,Log Conversion Operator,Pros:Works independently with minimal supervision. Cons:Some material are extremely heavy,4,2021-07-11T00:00:00.000Z,49621864
Nice place to work,Marketing Specialist in Bangalore,Pros:Awesome culture to work for. Good team Cons:Nothing specific. Works stars getting routine,5,2021-07-11T00:00:00.000Z,49595546
The top company to work for,"Global Marketing Manager in Maplewood, MN","Pros:Sustainability, Diversity and Inclusive, career development, respectful environment. Cons:The company is improving year over year.",5,2021-07-10T00:00:00.000Z,49581906
Great Company,"Sales Representative in Halifax, NS","Pros:Great company, Flex Time is a perk. Cons:CRM used to micromanage, not as a sales growth tool",4,2021-07-10T00:00:00.000Z,49570847
Bias,Production Operator,"Pros:Good benefits and good pay. Cons:Discrimination, bias and favoritism. Do mot treat everyone the same",3,2021-07-09T00:00:00.000Z,49559450
Head,Anonymous Employee,"Pros:Excellent, good, marvelous, wonderful, best Cons:Time consuming, less salary, less benefits",3,2021-07-09T00:00:00.000Z,49544609
Na,"Mmm in Montreal, QC",Pros:good team good work environment good hours Na AML Amazing team work Cons:hard work crazy hour na aml,4,2021-07-09T00:00:00.000Z,49536747
Ok place to work,"Crew Leader in Springfield, MO",Pros:Guaranteed work. Decent benefits and pay Cons:Too much forced overtime and always running out of materials,4,2021-07-08T00:00:00.000Z,49515989
Minnesota Nice,Anonymous Employee,Pros:Nice benefit package for healthcare and 401k Cons:Pay is low compared to others in similar field,3,2021-07-08T00:00:00.000Z,49508603
3M,"Accounts Manager in Bracknell, England","Pros:Large company, growth potential , good pay Cons:Needs more processes and interaction",4,2021-07-07T00:00:00.000Z,49455455
Good place to work,Senior Software Engineer,Pros:Steady job and good work life balance Cons:Very corporate with large hierarchy of managers,4,2021-07-07T00:00:00.000Z,49435739
Improvement on company's direction,Order Management Coordinator 11 in Singapore,Pros:start to adapt more changes within organisation Cons:Take times to change in depth resistant to change culture,4,2021-07-07T00:00:00.000Z,49422314
Hourly Production,"Production Operator in Brownwood, TX","Pros:Competitive pay, favorable benefits, safety culture Cons:inconsistent schedule, supply chain, leadership",4,2021-07-06T00:00:00.000Z,49384379
large company,"Technical Support in Minneapolis, MN","Pros:to work remote/at home buy products at a discount Cons:paid once a month get lost in the crowd of a large corporation, you're just a number large company needs to get their stock price up the little guy is the first to go Advice to Management:to have a training plan for new employees and not just throw them to the wolfs without proper training.",3,2021-07-06T00:00:00.000Z,49379769
Intern,Anonymous Employee,Pros:fun and very fulfilling intern Cons:i think that it’s overall great,5,2021-07-06T00:00:00.000Z,49363614
Horrible management,"Warehouse Operative in DeKalb, IL",Pros:None. Tiny breaks. Ok pay. Mosquitoes Cons:Upper management is horrible Work culture is toxic Constant mandated overtime No compensation during the pandemic Outdated systems Forced sundays (illegal),1,2021-07-06T00:00:00.000Z,49357124
Bad experience,"Pricing Analyst in Shanghai, Shanghai",Pros:Good Name and good platform Cons:Bad working culture Don’t come,2,2021-07-05T00:00:00.000Z,49356299
Alright if you are in the clique,Marketing Assistant,"Pros:Nice canteen Most people were nice Cons:Lack of diversity The “old timers” rule the roost. Get in the cliques! Not actually innovative, in perspective",3,2021-07-05T00:00:00.000Z,49338345
Good Company,Supply Chain Planner in Bern,"Pros:Friendly atmosphere, good working environment Cons:Going through significant change currently",4,2021-07-04T00:00:00.000Z,49295723
Great Compamy,Human Resources Business Partner in Santo Domingo,"Pros:Great Culture, Great Ethics Values Cons:Low compensation for Dominican Republic",4,2021-07-04T00:00:00.000Z,49293822
Company Review,"Marketer in New York, NY",Pros:Great company to work for. Well respected and a highly ethical company. Cons:Work life balance can be a challenge Advice to Management:None,4,2021-07-03T00:00:00.000Z,49280629
Good,Manager,"Pros:Growth if you are willing to relocate Cons:Limitations on relocation areas, not much in my home state",3,2021-07-02T00:00:00.000Z,49235416
Company Culture,Specialist,"Pros:Great company culture, work-life balance is there. Cons:Depends on who supervises you",5,2021-07-02T00:00:00.000Z,49218865
Great place,Manufacturing Engineer III,"Pros:Tons of knowledge resources if you are willing to reach out and put in the work. Cons:Like any other large organization, it can take time to push approvals through. This can slow down progress. Advice to Management:Be more diligent about career communication with your direct reports. Develope talent.",5,2021-07-01T00:00:00.000Z,49187581
Pros 3M,Ventas in Ciudad de Mexico,"Pros:Great salary package and work balance Cons:None, it is the best place in which I have worked",5,2021-07-01T00:00:00.000Z,49179893
"High Pace, Team Work prioritized",Supply Chain Analyst,Pros:Exposure to systems and growth Cons:No benefits as a contract worker,4,2021-06-30T00:00:00.000Z,49146405
"Good benefits, poor management","Calibration Technician in Omaha, NE",Pros:Great benefits that start when you are hired. Options to move around in plant and other departments. Employee assistance on site. Cons:Management ignores most problems until they are forced to address a larger problem. Mentality of overloading employees who excel at their job to the point of exhaustion. No discipline for poor performance or laziness.,3,2021-06-30T00:00:00.000Z,49141844
Great Job,"Lab Technician in North St Paul, MN","Pros:Flexible (great with school schedule), awesome people and work environment Cons:Slow hiring process, difficult to transition into full-time position",5,2021-06-30T00:00:00.000Z,49135810
Account manager,Manager in Bangalore Rural,Pros:It is great company I will say Cons:Great it is I would say,5,2021-06-30T00:00:00.000Z,49130337
Wasn't expecting this !,"Quality Engineer in Skelmersdale, England","Pros:Organised, international and reliable employer Cons:... not encountered any in the short period of time",4,2021-06-30T00:00:00.000Z,49115527
Perfect,Anonymous Employee,Pros:Great great great great great Cons:Ok ok ok ok ok,5,2021-06-29T00:00:00.000Z,49087377
.,"Salesforce Administrator in Lancaster, SC",Pros:Benefits are very good and varied. Cons:Difficult if you are not on campus.,4,2021-06-29T00:00:00.000Z,49080042
working at 3M,"Sales BDM in Saint Paul, MN",Pros:great benefits and some great work collegues Cons:Lost of nepotism at the head office Advice to Management:restructuring is creating a false economy and not improving the company,3,2021-06-29T00:00:00.000Z,49072383
Great Company,"Data Analyst in Albany, NY","Pros:Great company, greatly enjoy working here Cons:I have no cons with this company",5,2021-06-29T00:00:00.000Z,49058942
Pros of working at a Multinational,Account Representative in Nairobi,Pros:One gets good reward for your performance and growth if they meet set targets and budgets. Cons:One can get very comfortable in that environment and not seek growth. Advice to Management:Encourage those under you to grow.,4,2021-06-29T00:00:00.000Z,49054068
"Great people, great products,",IT Manager,"Pros:Salary competitive, benefits just ok. Cons:Too many major initiatives simultaneously. Rapidly shifting priorities and methodologies produces too much churn creating waste and burnout. Advice to Management:Pick three things and drive one to completion without a major overhaul every 6-12 months before adding another.",3,2021-06-29T00:00:00.000Z,49050718
Good company,Anonymous Employee,"Pros:Good working culture and environment Cons:Too many procedures for a task Advice to Management:Management is good, no issues so far",4,2021-06-28T00:00:00.000Z,49001824
Severely ignored by my peers,"Technical Analyst in Maplewood, MN","Pros:Fun hackathon I guess, nothing else Cons:No one would give me the time of the day to answer my questions. My tasks were menial and were of little use to the team. Advice to Management:Choose intern managers wisely",2,2021-06-28T00:00:00.000Z,49000005
The company is ok to work for,"Concrete Pump Operator in Riverside, CA",Pros:Always busy and Medical retirement is a plus Cons:Pay is low and boring more like a factory job,3,2021-06-27T00:00:00.000Z,48981403
Engineer,Project Engineer,"Pros:Benefits, culture, opportunities, pay, exciting work Cons:Lack of location flexibility, especially for engineers",5,2021-06-27T00:00:00.000Z,48965867
I'm doing this because glassdoor is making me right a review to restore my access,IT Manager,"Pros:descent pay for what it is Cons:it's warehouse work, warehouse work sucks no matter where you work but it was better than any other place I've worked, but it's still warehouse work Advice to Management:None",3,2021-06-27T00:00:00.000Z,48959164
Required to use the site,"Anonymous Employee in Irving, TX",Pros:It's cool place work there Cons:No stuff at work there,1,2021-06-26T00:00:00.000Z,48945383
its a good place to work,Product Operations,Pros:a lot of over time Cons:no time for your self,3,2021-06-26T00:00:00.000Z,48940847
My title is leading and delegating a team of quality inspectors.,"Quality Team Leader in Columbia, MO","Pros:Good PTO, good pay, good 401k, dental and insurance plans Cons:Not easy to move up, lack of communication, inconsistent OT, and always doing construction/rework Advice to Management:Improve communication throughout plant, standardize every department, and incentives for employees",3,2021-06-26T00:00:00.000Z,48936469
Industrial Biznaz,"Sales Guy in Chicago, IL",Pros:Great products that work great Cons:Horrible management full of little men who aren’t secure in themselves.,1,2021-06-25T00:00:00.000Z,48927791
Yes,"Engineer in Saint Paul, MN",Pros:3M is a great place to work at. Cons:Not enough cons are known by me.,5,2021-06-25T00:00:00.000Z,48923459
Not as good as they used to be,"Supply Chain Analyst in Manchester, England","Pros:Good salary and benefits, company is very large and diverse which is good if you want to try a different career path. Senior leadership has good intentions Cons:Constant restructuring creates insecurity. They try really hard to be diverse and inclusive but the prevailing culture remains white, male, middle aged and cliquey which greatly limits opportunities for promotion Advice to Management:Move away from the “failing upward” culture and start looking at the genuinely talented people who are constantly overlooked because they aren’t related to someone or friends with someone.",3,2021-06-25T00:00:00.000Z,48899511
Great Company to work for,Anonymous Employee in Bangalore,"Pros:WFH, Administration supportive, Good Salary Cons:Slow growth and role change",5,2021-06-25T00:00:00.000Z,48875887
Good company that started to collapse,Quality Process Specialist in Wroc?aw,"Pros:It used to give great opportunities for development (incl. business trips, conferences, excellence communities) and was very open for any ideas for improvement proposed by employees. Currently, for pros, home office for sure and ability to work from PL without location limits + ability to work from abroad for 30 calendar days/year. Cons:After former GM left the company and pandemic started, everything became like in regular corporation - cuts on budgets, changing internal recruitment and promotion policy (worse conditions), changing many processes that in fact turned out to be regression for everybody, raising any concerns or things that might be worked on in better/more efficient way is considered as being non compliant with global ideas/strategies (supieriors sometimes tell their teams that they know that some decisions are pointless but they have no impact on it). What a shame as this was very nice working environment... Advice to Management:stop saving money on employees only, you will soon lose very good & skilled employees because of that",3,2021-06-25T00:00:00.000Z,48854646
Good company with old school culture,"Intern in Maplewood, MN","Pros:Multinational company, great co-workers, quality products, in general good work/life balance Cons:Culture can be rigid, generally old school",4,2021-06-24T00:00:00.000Z,48833997
Good for experienced,"Machine Operator in Monrovia, CA",Pros:Near my house back then I didn’t have a car so i’ll just walk Cons:Contract for agency employees are only 1 year no room to grow people love to gossip,1,2021-06-24T00:00:00.000Z,48828122
Opportunity,IT Manager,Pros:Many opportunities to build your career Cons:Hard to get visibility in such a large corporation.,4,2021-06-24T00:00:00.000Z,48822026
OK,Pricing Analyst in Wroc?aw,"Pros:Good salary, option for development Cons:Very weak benefits, micro management issues",3,2021-06-23T00:00:00.000Z,48746954
It's time for a change.,"Activation Marketing in Woodbury, MN","Pros:Stability, compensation, flexibility, great people to work with just a majority of them are significantly older. Cons:3M is an older company and that's exactly how they act. They have a hard time retaining new talent because they are so stuck in their ways. No room for creativity and new fresh ideas.",3,2021-06-23T00:00:00.000Z,48746089
Review,O2 Engineering,"Pros:Good Career Development and experience Cons:Unorganized, Lean Six Sigma, Low pay, high responsibility",4,2021-06-23T00:00:00.000Z,48744676
Innovation Thrives,Senior Content Developer,Pros:Opportunity to grow and innovate Cons:Being one of thirteen international streams of products reporting to shareholders will cause business decisions to adapt to.,5,2021-06-23T00:00:00.000Z,48739040
Ok,Anonymous Employee,Pros:It's a job that has an environmental atmosphere Cons:Schedule was a bit more than I expected,3,2021-06-22T00:00:00.000Z,48697202
Senior Product Manager,Product Marketing Manager in Jakarta,"Pros:Good ambience, environment, people development, and work loads Cons:Too many changes in global organization and restructuring",3,2021-06-22T00:00:00.000Z,48675797
Great Company,"Administrative Assistant in Saint Paul, MN","Pros:Treated like a professional, talented staff Cons:There are no cons working at 3M",5,2021-06-21T00:00:00.000Z,48637585
Good company,Finance Analyst,Pros:- Good flexibility - Excellent growth potential Cons:- Old and slow - Stuck in old ways,4,2021-06-21T00:00:00.000Z,48621834
Good employer,Lead Product Owner,"Pros:Great work-life balance, people staying on for decades Cons:They do WFR from time to time",5,2021-06-21T00:00:00.000Z,48615607
Innovative company,Senior Manager in Asia,Pros:Huge and diversified organization with very innovative range of products Cons:it is normal in huge companies to gain visibility can appear a challenge for some. Advice to Management:none,5,2021-06-20T00:00:00.000Z,48603675
My review,Production Operator,Pros:Great people and great management Cons:None whatsoever very happy there,5,2021-06-20T00:00:00.000Z,48599287
"Horribly unethical company, they stopped letting employees buy masks at the sale in September of 2019","Warehouse Operator Grade V in DeKalb, IL","Pros:Pay was good, machines looked cool. Cons:Strict safety rules, NEVER report anything you did wrong.",1,2021-06-18T00:00:00.000Z,48550075
Think twice,"Production in Fairmont, MN","Pros:Ins. is ok, rate of pay is just ok. Cons:On call all the time. Long hours, expect you to cover for call ins. Mandated OT. 3M use to take care of their employees, that has changed. Advice to Management:Take care of the ones you have and they will take care of you. If you don't they will be gone.",3,2021-06-18T00:00:00.000Z,48528803
great place to work,"R&D Engineer in Maplewood, MN","Pros:There are many opportunities, and many businesses. Cons:The pace can be slow, which is typical of many large companies",5,2021-06-18T00:00:00.000Z,48528207
WFH,Manager in Singapore,Pros:Company is fully supporting WFH Cons:Quite hard to get additional resources,5,2021-06-18T00:00:00.000Z,48520471
Strong Ethical Company,"Business Development Manager in Swindon, Wiltshire, South West England, England",Pros:Ethical and responsible company that encourages the right employee behaviours Cons:Accelerated and continual structural change in the last 3 years,4,2021-06-17T00:00:00.000Z,48472946
Microaggressions Aplenty,Anonymous Employee,"Pros:Believe work environment depends on the dept/business group you work in. Would hope some business groups are decent/attempt to maintain professionalism. Cons:Not sure if it’s due to being a contract worker but have been on the receiving end of microaggressions from different individuals during my short tenure. It’s disappointing considering outwardly, 3M appears to be progressive and dedicated to an inclusive work environment. Advice to Management:Take a look at how your “lead” employees treat those who work with them. Understand what microaggressions are and know why they create a toxic work environment. Be willing to acknowledge difficult truths about tenured employees.",2,2021-06-16T00:00:00.000Z,48456625
Ehh,"Team Leader in Clinton, TN","Pros:Pay, benefits, clean work space, temperature controlled facility (in areas) Cons:New company (location), still needs work",3,2021-06-16T00:00:00.000Z,48455511
Good place to work,"Product Specialist in Austin, TX","Pros:Flexibility, pay ok, good colleagues Cons:Limited growth, poor career mobility, unless you are a designated high potential (young minority from a good college) Advice to Management:Focus on products, leave social activism for college agitators.",4,2021-06-16T00:00:00.000Z,48432008
Good opportunities to move divisions within the same company,"Application-Engineer in Belfast, Northern Ireland",Pros:Good opportunities to try completely new roles with the same company. Different products/locations/technologies Cons:Large multinational company - in the wrong role can feel like a number.,4,2021-06-16T00:00:00.000Z,48422169
Good Company Overall,"Lean Six Sigma Black Belt in Austin, TX",Pros:Salary is competitive and management does a good job of recognizing and rewarding good performance. Opportunities to grow in your career are also available. Cons:Culture is lacking at 3M compared to other companies. Benefits such as PTO if you have less tenure are lacking as well. Employees with 4 years of experience or less receive only 2 weeks PTO for the entire year.,4,2021-06-15T00:00:00.000Z,48398545
3M,Supply Chain Analyst,"Pros:Great culture, great products, great benefits! Work life balance is valued at this company. Cons:The company is not as progressive as other companies with misc. benefits (i.e. work from home, vacation, etc.)",3,2021-06-15T00:00:00.000Z,48393317
Great,"Analyst in Carlsbad, CA",Pros:Benefits salary employees location insurance Cons:Managers policy HR benefits opportunities,4,2021-06-15T00:00:00.000Z,48386978
Great,"Mechanic in Casablanca, Greater Casablanca",Pros:Nice place to work and friendly Cons:Early work hours and breakdowns Advice to Management:Keep it up you are awesome,5,2021-06-15T00:00:00.000Z,48366460
Good company,Supply Chain Analyst,"Pros:people are friendly, good work life balance Cons:not a particularly innovative company, at least in the department im in.",4,2021-06-15T00:00:00.000Z,48354012
good company to work with,Pharmacovigilence Summer in Hyder?b?d,Pros:good culture to work with the company Cons:I dont see any issue with the company,3,2021-06-14T00:00:00.000Z,48343891
.,"Senior Channel Manager in Bracknell, England","Pros:Benefits, macro management, BUPA, Product diversity Cons:Career opportunities, Diversity (people), Personal development",4,2021-06-14T00:00:00.000Z,48300314
Good,Anonymous Employee,Pros:Gud company great working environment Cons:There are no cons ...,4,2021-06-13T00:00:00.000Z,48295248
Company over view as employee,AREA SALES MANAGER in New Delhi,"Pros:wonderful organization, good salary and supportive culture. Cons:very slow growth, system driven approach often acting as bottleneck. Advice to Management:work life balance-to eview.",4,2021-06-13T00:00:00.000Z,48277759
Amazing Company,Quality Manager,Pros:Great Culture and good environment. Cons:Sales targets affect all employees,5,2021-06-12T00:00:00.000Z,48258450
3m atmosphere is very good,Supply Chain Analyst,Pros:very good environment and friendly colleagues Cons:can not think of anyone,4,2021-06-12T00:00:00.000Z,48250812
Stuck in contract role and can't get out,"Marketing Analyst in Maplewood, MN","Pros:Good atmosphere, friendly coworkers, good pay. Cons:I started as a 3M intern in the summer and my only way to stay with the company was to accept a contract position which I was told was temporary until they had headcount to fit me in. 2 years later and I'm still being milked of work and my contract is going to expire soon and they're still trying to hire me on fulltime.",3,2021-06-09T00:00:00.000Z,48144669
3M has eroded their once thriving culture,Principal Project Engineer,"Pros:Some of the smartest people work for 3M. decent salary Cons:Promote work life balance but realities are far different. Promote risk taking and driving change, but support is lacking. Non functional first line management. Complex business and manufacturing structure makes working for 3M difficult",2,2021-06-09T00:00:00.000Z,48139473
Good employer,"Account Manager in Austin, TX","Pros:Decent benefits, ability to purchase stock Cons:The ever dreadful time of Random lay-offs Advice to Management:NA",1,2021-06-09T00:00:00.000Z,48127580
okay,"Database Administrator in Saint Paul, MN","Pros:good working atmosphere, nice work life balance Cons:no financial growth, pay is less than the market medial salary",3,2021-06-09T00:00:00.000Z,48113072
Company,Anonymous Employee,Pros:Great company to work with Cons:No career growth for employees,2,2021-06-08T00:00:00.000Z,48055351
Good job,"Maintenance Technician in Indianapolis, IN",Pros:Pay work life balance insurance is good Cons:There are not any cons here,5,2021-06-08T00:00:00.000Z,48044719
Data Specialist,Data Specialist,Pros:Readiness to look into new technologies Cons:Old in-house software still being used,4,2021-06-08T00:00:00.000Z,48039914
Great place to work,"Production Associate in Brockville, ON","Pros:Good wages, great 12 hour shift premium, good benefits, good management Cons:Rotating shift work, lack of communication at times.",5,2021-06-07T00:00:00.000Z,48003546
Great Company,"Inside Sales Representative in San Jose, San Jose",Pros:Lots of divisions lots of opportunity to grow Cons:Certain departments can be complicated Advice to Management:none,5,2021-06-07T00:00:00.000Z,47998839
Good emplyer,"Business Support in Bracknell, England",Pros:Good salary and conditions flexible working Cons:High targets on all areas Advice to Management:No advice to share,5,2021-06-06T00:00:00.000Z,47970036
Cool,"SAP ABAP Developer in San Jose, San Jose",Pros:Work from home during covid Cons:Bad management on US base contractors,4,2021-06-06T00:00:00.000Z,47964926
Pretty nice environment,Production,Pros:The supervisor is very nice Cons:It is very tiring especially shift work.,5,2021-06-05T00:00:00.000Z,47927089
Demanding but good pay,"Senior Process Controller in Greenville, SC",Pros:Pay is definitely a plus Cons:Not the best moral and leadership lacks Advice to Management:Communication is always key. Be seen.,3,2021-06-05T00:00:00.000Z,47926286
Great company!,Analyst,Pros:Lots of ability move roles Cons:Low amount of PTO upon start,5,2021-06-04T00:00:00.000Z,47907229
Good job,"Pricing Analyst in Saint Paul, MN","Pros:Good management, good environment, pay Cons:not being full time is a con",3,2021-06-04T00:00:00.000Z,47905903
Great Place to work,"IT Infrastructure Analyst in Irvine, CA",Pros:Flexibility is nice and culture is very inclusive Cons:Work/life balance can be difficult to mange,5,2021-06-03T00:00:00.000Z,47857822
3M Marketer,Marketing Manager in Taipei,Pros:Team members are self motivated Cons:Bogged down by internal system,4,2021-06-03T00:00:00.000Z,47857294
Good,Process Engineer in Seoul,"Pros:Very good culture. Work and life balance Cons:Low salary, not expected for growth",5,2021-06-03T00:00:00.000Z,47836739
Nice colleagues,"Planner in London, ON","Pros:team was small and helpful. my location was in a small town, very friendly Cons:cumbersome inventory and production system that was designed for a less detailed product than ours. pay wasn't great. Not a lot of diversity.",3,2021-06-02T00:00:00.000Z,47791727
Company is great,ISR- Inside Sales Representative in Alajuela,Pros:The company is great they have a hire to retire mindset. Cons:The actual position of inside sales not recommended as we don’t sale direct it can be dificult to close the sale Advice to Management:Have clear objectives.,4,2021-06-02T00:00:00.000Z,47788427
Great place to work,"Financial Analyst in Taylorsville, UT","Pros:Flexible schedule, amazing benefits, competitive pay, people oriented Cons:There really aren't any cons",5,2021-06-02T00:00:00.000Z,47787788
Great Place,"Machine Operator in Knoxville, IA",Pros:Fantastic Benefits. Room to Advance even without a College Degree. Cons:A lot of required overtime.,4,2021-06-01T00:00:00.000Z,47761225
Interesting products to learn about,Intern in Singapore,Pros:Lots of interesting products to learn about Cons:Seems like a lot of politics at play,4,2021-06-01T00:00:00.000Z,47734558
Average,Human Resources Specialist,"Pros:Excellent benefits and perks, good work life balance, lots of opportunity to advance if the individual is flexible. Cons:Political environment, an acquired site that was not well-integrated into the 3M culture. There was a lot of resistance to the 3M business model and culture which created hostility at the local site. Advice to Management:Focus on building team to support the work at the site. Better integration of corporate policies into acquired entities.",3,2021-06-01T00:00:00.000Z,47727506
Difficult Balance,"Manufacturing Technician in Columbia, MO",Pros:Great benefits and decent pay Cons:Challenging work and home life balance Advice to Management:Figure out how to support employees so they are not working 20 hours a day and so that they can separate work from home life,3,2021-05-31T00:00:00.000Z,47710996
"Great place to be, digitization has room for improvement",IT Specialist,"Pros:Good payment, great work life balance Cons:Digitization of the company, colleagues and systems could be stronger",5,2021-05-30T00:00:00.000Z,47653216
Great Place to Intern at!,"Summer Legal Intern in Maplewood, MN","Pros:Good balance of work, play, and networking. Cons:Not as structured as other summer programs. Partially up to you to make the best of it.",5,2021-05-28T00:00:00.000Z,47623298
Good company to work for at its headquarters,"Senior Financial Analyst in Austin, TX","Pros:Respectful and supportive culture, competitive pay, stable performance Cons:Less growth opportunities; constant restructuring,",4,2021-05-28T00:00:00.000Z,47618831
Great Culture and Management,"Customer Service Representative in Minneapolis, MN","Pros:Fantastic people, great culture, and competitive pay. Supervisors and management care about employees and act like leaders. Cons:There can be a lot of change in a short period of time, however this can also beneficial overall.",5,2021-05-28T00:00:00.000Z,47598546
"Good Company But No Growth for Contract, No Contract renewal after 4 year","Sales Representative in Pimpri, Maharashtra","Pros:Clinical knowledge, Good environment, But Lot's of Politics. Cons:No Contract Renewal after 4 Year's, No Promotions Advice to Management:If Performance is good please don't kick out person's after 4 year on Short notices.",5,2021-05-28T00:00:00.000Z,47594128
Good company,"Analyst in Minneapolis, MN",Pros:The company cares for employees. Cons:Any big company can move slowly sometimes.,5,2021-05-27T00:00:00.000Z,47557298
Stablity and Great Pay,Shift Supervisor,"Pros:Money, stability and long shifts mean more days off. Cons:Working nights for several years before you land a good paying day job.",5,2021-05-27T00:00:00.000Z,47537670
Great company,Contracts Specialist,"Pros:Benefits, salary, managers, co-workers, diversity Cons:none i can think of now",5,2021-05-26T00:00:00.000Z,47491323
Sales Manager,Sales Manager,Pros:Good company to work with Cons:Not much but needs to improve in deadlines,5,2021-05-26T00:00:00.000Z,47485102
"If you really need something, go for it","Production Operator in Brockville, ON","Pros:Bi-weekly pay, consistent hours, some free boots if you hound them, we had cake twice Cons:lack of empathy for staff, unprofessional lower level management, bullying environment Advice to Management:Fire Stacey.",2,2021-05-25T00:00:00.000Z,47461721
First Job out of College,"Manufacturing Technology Engineer in Saint Paul, MN",Pros:There are a lot of different job opportunities within the company - people are able to pivot roles easily Cons:Being a big company there is a lot of politics that hold things back,4,2021-05-24T00:00:00.000Z,47404424
Fun and challenging,Anonymous Employee,"Pros:Company culture, tech stack, given guidance but not micromanaged Cons:Lots of meetings, could have had more on-the-job training",5,2021-05-24T00:00:00.000Z,47400765
excellent company,"Territory Sales Representative in Orange, CA","Pros:cutting edge products and an array of products to sell Cons:none very good company with name recognition Advice to Management:hire people of all different age ranges, many with several years of experience are still valuable and teachable and can bring tons of wisdom that a new college grad doesn't",5,2021-05-24T00:00:00.000Z,47377605
This is a Great place to work,Anonymous Employee,Pros:This is a Great place to work Cons:Compa-ratio limits the compensation you get.,5,2021-05-24T00:00:00.000Z,47368919
Marketing stuffs,Marketing,Pros:Good culture and people in the company Cons:None as my duration was short,5,2021-05-24T00:00:00.000Z,47360932
Good,IT Analyst,Pros:working hours is good. work life balance Cons:no visible progression towards career growth,5,2021-05-23T00:00:00.000Z,47356480
Excellent introduction into the field,"Technical Aide in Maplewood, MN","Pros:I loved the team I worked with and always had something interesting to do. I had the ability to work independently and learn a lot of new skills. I really enjoyed my time as a Tech Aide, and it opened up a full-time job for me at 3M. Cons:The pay is pretty low, but they raised the hourly rate twice while I was there which was nice.",5,2021-05-23T00:00:00.000Z,47350577
MRA,"Manufacturers Representative in Pacific, WA","Pros:Work Life Balance is great Cons:Slow to replace principles, management turn over is too high. Advice to Management:Continue the good support for your MRA's",5,2021-05-23T00:00:00.000Z,47347333
Not bad for US employee,Application-Engineer,Pros:A variety of core technologies Cons:Slow response to the latest trend,3,2021-05-23T00:00:00.000Z,47335933
Love being a 3Mer,"Customer Support Representative in Maplewood, MN","Pros:Great company culture, supportive management, a lot of opportunity to learn and grow. Cons:Not all managers help their employees advance",4,2021-05-21T00:00:00.000Z,47281661
