username,rating,date,id,consolidated_feedback,subjectivity,polarity,score
"Sales Representative in Saint Paul, MN",5,2019-06-25T00:00:00.000Z,27593202,"Great Company  Opportunity for growth, excellent team members, and many networking groups within the company.  Hard to make a difference in such a large company.",0.6200396825396824,0.37043650793650795,positive
General Manager in Sydney,3,2019-06-25T00:00:00.000Z,27586926,Was a great place to work but the new corporate direction is loosing customer focus and employee confidence.  Interesting product lines and challenging work  Head office direction is too dominant Advice to Management:Directed more at regional management team : Anz is technically part of Asia but you need to trust and allow each country to deliver as they have best local knowledge.,0.4005050505050505,0.38181818181818183,positive
"Account Executive in Guadalajara, Jalisco",5,2019-06-24T00:00:00.000Z,27580444,"Become a business develop application manager to engage customers and help them to find insulation solutions  Recognition, reputation, innovation, ethics, quality  Lack of value recognition because the market is price sensitive and sell value is not easy but is very grateful to achieve Advice to Management:Based on experience develop the OEM portfolio in a cross functional project with other countries",0.48166666666666663,-0.008333333333333331,negative
"Sales in Bracknell, England",2,2019-06-24T00:00:00.000Z,27577274,"OK if part of the office/management clique  Good work life balance (as long as you are not in sales), 3M uses a time management system (Kronos) which gives days of rest when long hours have been worked; it is frowned upon for sales to use this facility Brand name carries a lot of weight staff care in terms of facilities on site is great, for sales the policy on expenses is poor Good car scheme  Your career is only likely to progress if you live near a major office like Bracknell and if you are part of the office clique. Appointments/promotions are seemingly made based on location and frequency of being in the office and being seen. Sales staff are routinely missed out on promotions to other part of the business or within their group. There is no sales mobility into higher management. Career progression is also based on longevity. you have to be here 20years to see movement and when you do 3M policies restrict large uplifts in salary or position. I got promoted but told pay was restricted to a few % increase despite the job being nationally advertised at a much higher rate. Extremely Bureaucratic with all decisions by committee taking too long for distributors and end users alike. Sales teams are treated like drones rahter than business people, all prcing decisions are made by product/marketing teams who have spent none/little time in the field meeting end users - generally graduates who have entered the company on a management scheme. This means 3M is very un-competitive in the market Inherent arrogance that 3M is the best and clients will come to 3M and that the 3M product is the best on the market. Critiquing or showing issues with the products are frowned upon 3M have a talent development team.... but its not proactive. you can score highly in reviews regularly but no-one reaches out to learn how they can retain or help you develop. they are focused on ""well being"" or other holistic issues rather than actual talent development. People then questions why the good people have left Advice to Management:Proactively engage with staff who are performing, offer recognised, national improvement training (not just 3M learning) such as NVQs, MBAs etc. get the Talent team to develop talent not ""friends""",0.45953208082240343,0.18058546292417263,positive
Control Systems Engineer,3,2019-06-23T00:00:00.000Z,27563443,Control systems engineer  Job security is good and safe  Limited career growth and difficult culture for engineering,0.5607142857142857,0.15714285714285714,positive
"Marketing Manager in Saint Paul, MN",4,2019-06-23T00:00:00.000Z,27560078,"Great pay and great opportunity  Money is good. Generally, pretty good flexibility. International opportunity. Opportunities in many different business types, both B2B and Consumer  Still a bit of an ""old boys"" network or popularity and connections pay more than hard work and competency. Not a great place for introverts.",0.5659722222222222,0.3048611111111111,positive
Business Financial Analyst in Dubai,4,2019-06-22T00:00:00.000Z,27547349,"Very good  Very good work culture, good people, good salary, flexible  I cannot think of any Cons. Advice to Management:Nothing",0.6900000000000001,0.8049999999999999,positive
Anonymous Employee,3,2019-06-21T00:00:00.000Z,27530747,"Supply chain analyst  US corporate culture. Allow working from home, long lunch hours. Great benefits. Job scope assigned are challenging.  Colleague don't really interact with others from another department unless required. Contract worker are given yellow pass and email address end with CW, to separate your identity from full timer. Full timer are very proud, tend to look down on contract worker. Advice to Management:There shouldn't be this kind of classification between CW and FT. Hurt the self esteem of people. Unfair treatment.",0.5532407407407408,0.25787037037037036,positive
Anonymous Employee,5,2019-06-20T00:00:00.000Z,27525963,Great company to work for!  A lot of collaboration in this company! People are all so welcoming and willing to help!  A little old school and traditional.,0.5900000000000001,0.24500000000000002,positive
Account Manager in Taipei,4,2019-06-19T00:00:00.000Z,27490558,"a company sell so many things that u cant believe  good to take annual leave  to many weak supervisor existed Advice to Management:sorry, you guys cant find other job",0.52,0.24,positive
Human Resources Specialist,4,2019-06-19T00:00:00.000Z,27485415,"Solid development, but slow  Collaboration environment, clear structures and stability.  Slow development, a company to make a career. Salary below market Advice to Management:Less favouritism",0.3208333333333333,-0.12500000000000003,negative
"Product Applications Specialist in Maplewood, MN",4,2019-06-18T00:00:00.000Z,27471180,Change is Constant  -flexible time off -excellent benefits -Development Opportunities  -Bureaucratic organization - Opaque global strategy Advice to Management:-get back the fundamentals: know your customer.,0.3333333333333333,0.25,positive
"Anonymous Employee in Menomonie, WI",1,2019-06-14T00:00:00.000Z,27413289,"Do NOT work here!  Nothing positive I have to say  After less than 3 months of working there I (and all other temps) was sent a random email indicating that I was laid off because they hired on new ""summer workers"" for their convenience. We were only given a one week notice. Then the manager deleted my online profile which prevented me from putting in my hours for that last week. My co-workers wrote to her asking her for help to get hired on the next time they were hiring -they received no response from the manager. Manager has no sympathy, makes empty promises and nothing the higher uppers say will ever be correct. That is the trend there for the temps. Please don't have high hopes for this place at all.",0.41348484848484846,-0.01073002754820937,negative
"Supply Chain Analyst in Saint Paul, MN",4,2019-06-14T00:00:00.000Z,27405980,"Supply Chain Analyst  Career opportunities are endless; ability to move up in one function or navigate to many possible career paths within the same company.  Metrics, metrics, metrics. Hope you like acronyms.",0.59375,0.09375,positive
"Anonymous Employee in Bracknell, England",3,2019-06-14T00:00:00.000Z,27404236,"Losing its unique culture  Very flexible working, noone here on a Friday! Starbucks onsite.  Open plan offices - can't get any work done. Morale v low. EMEA-wide roles with bans on travel in place. Lots of people leaving.",0.525,0.15625,positive
Supply Chain Analyst,5,2019-06-12T00:00:00.000Z,27268209,Great Environment  Great people with lots of room to move up. Very flexible  They have high expectations so you always have to give 110%. I liked this but some may not.,0.6279999999999999,0.512,positive
"Business Development Manager in Saint Paul, MN",4,2019-06-11T00:00:00.000Z,27178419,"Nice development plans  Great place to develop skills and try new things  Bad decisions at top of corporate ladder led to massive failures and layoffs Advice to Management:Dont make decisions based on feelings. Better communication between divisions. If they ever align themselves and use their size advantage, theyll wipe out competition.",0.6089015151515151,0.22954545454545455,positive
Anonymous Employee,4,2019-06-10T00:00:00.000Z,26655541,Lots of Opportunity for Growth  Easy to build a career here  Change come as a slow place,0.6166666666666667,0.06666666666666665,positive
"Electrical Engineer in Manchester, England",4,2019-06-10T00:00:00.000Z,26560161,"Good to work  A nice company to work, they encouraged you to improve.  Sometimes it is hard to work with elders.",0.7138888888888889,0.336111111111111,positive
"Pricing Analyst in Maplewood, MN",3,2019-06-03T00:00:00.000Z,26448359,"Pricing Analyst  Pay is good, overtime a lot  No work Balance, no life Advice to Management:Hire more people, train more people, no Judgement on international student",0.4,0.425,positive
Sales Representative in Jabalpur,5,2019-06-01T00:00:00.000Z,26424761,Working with 3M  The best part is all sales representative earn incentives on secondary data basis  3M has appointed by 3rd party Advice to Management:We can not work with 3rd party organisations,0.15,0.175,positive
Senior Manager,4,2019-05-31T00:00:00.000Z,26420918,Sr. Manager  Diversified product lines Brand Learning and exposure  Breadth of portfolio in certain product lines is narrow,0.4857142857142857,0.007142857142857131,positive
Quality Manager in Sydney,5,2019-05-31T00:00:00.000Z,26418141,"Nice place to work  Good salary and benefits, good opportunities to advance, nice people.  Big company so it doesn't always feel like you make much difference Advice to Management:nothing specific",0.5178571428571429,0.39999999999999997,positive
"Summer Intern in Montrose, CO",4,2019-05-31T00:00:00.000Z,26412607,Good for industry experience in manufacturing  Exposes you to real life manufacturing environments Great benefits if you stay longer with the company  Hot work environment during summer On feet all day long,0.58,0.38,positive
Anonymous Employee,3,2019-05-31T00:00:00.000Z,26410783,3M  Friendly colleagues &amp; nice office environment  Too much micro-management by the top people,0.55,0.41875,positive
Assistant Account Manager in Singapore,4,2019-05-30T00:00:00.000Z,26401655,"Sales in 3M  The colleagues are great!  Management wants maximum return but unwilling to invest in headcount. Too many systems and processes which makes it difficult for the company to react faster to the VUCA world. Advice to Management:Invest in developing the managers, help them to learn to lead and manage a team. they might be great individual contributors, but when promoted to the position, they do not know how to manage a team.",0.5833333333333334,0.3333333333333333,positive
Supply Chain(KUL) in Petaling Jaya,4,2019-05-30T00:00:00.000Z,26399309,"3M(eaningful) Internship  1. It was a fun experience to be learning on how to use different softwares. 2. Work was the usual intern work filing and data management. 3. Nothing big was given like an assigned project or task. Task given were rather tedious and monotonous. 4. Some days can be rather mellow whereas some might take your socks off.  Downsides? 1. Work is repeating, thus youd get slumped out by it. 2. Interns are not invited for annual dinners and team building (which is something we dont mind, were not an asset to the company anyways) but the management should have the courtesy to inform the interns.",0.43000000000000005,-0.09,negative
Anonymous Employee,3,2019-05-30T00:00:00.000Z,26385580,3M India  Full independence without micromanagement  Trying to sells products without service capabilities .,0.55,0.35,positive
Data Analyst,4,2019-05-29T00:00:00.000Z,26377596,Data Analyst at 3M  Good co-workers and company culture  no complains about that position,0.6000000000000001,0.7,positive
Sales Manager in Petaling Jaya,5,2019-05-29T00:00:00.000Z,26369203,Good company  Good team members Good benefits Work life balance Good support team Working environment harmony  Always change mgt Top mgt didnt trying to understand the situation from bottom,0.5800000000000001,0.6599999999999999,positive
"Journeyman Electrician in Minneapolis, MN",5,2019-05-27T00:00:00.000Z,26338239,Longterm Employment  3M has a very good stock option plan  May get forced overtime some weekends Advice to Management:None,0.4900000000000001,0.30499999999999994,positive
Anonymous Employee,4,2019-05-27T00:00:00.000Z,26330724,"Great Company  Good compensation, lots of career opportunities.  Performance Review Process is not accurate.",0.6611111111111111,0.43333333333333335,positive
R&D,4,2019-05-26T00:00:00.000Z,26327051,"Great 9-5, a little slow  9-5, friendly staff, great pay  Pressure and sometimes boring work",0.65,0.08125,positive
Anonymous Employee,5,2019-05-24T00:00:00.000Z,26310922,Great Place To Work  Great Benefits Know exactly the pay scale for your role  Changing is always taking place,0.5833333333333334,0.6166666666666667,positive
Supply Chain Analyst,3,2019-05-23T00:00:00.000Z,26288678,"Great work and life Balance, but lacking growth and etc.  Work and life balance Flexibility in working time and place  Lacking growth saving on R&amp;D investments Outdated system",0.6916666666666667,0.19999999999999998,positive
Anonymous Employee,4,2019-05-22T00:00:00.000Z,26266514,Managing customer  Healthy environment for working professionals  Not enough leaves granted to the employess Advice to Management:Improvement in leaves granted to the employess,0.5,0.25,positive
"Business Analyst in London, ON",5,2019-05-21T00:00:00.000Z,26255235,"Amazing company!  Great people, well established processes  Nothing by now. Great company",0.7999999999999999,0.7833333333333335,positive
Production Packer,5,2019-05-21T00:00:00.000Z,26251767,"Nice place to work  Great pay, but weird hours.  Not many except for the weird hours.",0.85,0.02999999999999998,positive
"Global Marketing Communications Administrative in Oakdale, MN",4,2019-05-20T00:00:00.000Z,26226001,Great company!  3M has great benefits and pay.  political environment and resources are limited Advice to Management:Role clarification,0.4357142857142857,0.43214285714285716,positive
"BDM in Calgary, AB",3,2019-05-19T00:00:00.000Z,26220005,"General Review  Interesting product lines, non-management employees generally good to work with.  Big wheel that is hard to turn. Some managers should be fired for incompetency. Hire great people who know what they are doing, to turn around and tell them how to do their job. Some are clueless. Advice to Management:Step down, you know who you are...time for people with ethics to take the stage.",0.46865079365079365,0.228968253968254,positive
Sales Representative,5,2019-05-18T00:00:00.000Z,26209888,"I Love My Job  I've worked at 3M for over 10 years and truly love it. If you bring value to this company, then it will bring value to you. I'm compensated very well, but there are days when I'd do the job for free. It's both fun and challenging. Employees - at least in my division - are equipped with all the tools necessary for them to succeed. All my managers have been supportive.  The cons are trivial in light of the pros. No company is perfect. Advice to Management:No advice is necessary. My managers have been great - both personally and professionally.",0.6500000000000001,0.3266666666666666,positive
"Category Advisor in Rogers, AR",4,2019-05-18T00:00:00.000Z,26207146,Solid Company  Work-life balance. Good benefits. Pays premium for external talent.  Bureaucratic at times. Conservative.,0.26666666666666666,0.2333333333333333,positive
Administrative in Johannesburg,3,2019-05-16T00:00:00.000Z,26183015,"Good Company  Well established company, progressive thinking, beautiful office  Too many management changes, high staff turnover Advice to Management:Create stability especially with all the staff changes, improve communication",0.728,0.442,positive
Account Manager,3,2019-05-15T00:00:00.000Z,26150813,Great place to work  Global presence means continuous learning  Lack of brand presence in my region,0.375,0.4,positive
Anonymous Employee,4,2019-05-15T00:00:00.000Z,26149696,Intern  Able to participate in works beyond the original job scope. Good chance to learn more.  Sometimes could be too demanding depending on the supervisor.,0.61875,0.51875,positive
Sales Representative,3,2019-05-13T00:00:00.000Z,26111415,3M  Great ethical company that is focused on doing the right thing.  With so many employees it can we difficult to be recognized for your work.,0.6771428571428572,0.2571428571428571,positive
Anonymous Employee in New Delhi,4,2019-05-13T00:00:00.000Z,26108106,Very sales focused  High degree of autonomy and ownership.  Target setting should be more realistic and sustainable.,0.41833333333333333,0.25666666666666665,positive
Anonymous Employee,5,2019-05-10T00:00:00.000Z,26080900,"A company that employees great people.  Relevancy across multiple market segments, career growth opportunities, and a focus on people and culture  Head office in London Ontario, and not a major center. However sales opportunities across the country.",0.3375,0.16718750000000002,positive
"Ientific Affairs and Education Manager in Gurgaon, Haryana",5,2019-05-10T00:00:00.000Z,26080029,"great work place  Flexability , focus on work life balance  national posituions need to be based in bangalore",0.75,0.8,positive
Sourcing in Singapore,4,2019-05-08T00:00:00.000Z,26051765,sourcing  work balance with your life  too slow to catch up dynamic market,0.2833333333333333,-0.15000000000000002,negative
Inside Sales Representative,4,2019-05-08T00:00:00.000Z,26039464,"Great company and great culture overall. Lacking inside sales leadership in personal safety division.  One of the best cultures I've worked at in my career. Outside of inside sales I hear its great. Leadership from Mike Roman is solid. Long term career path if you work hard and build a network.  This is specific to inside sales and the current management in place. Management has never been in sales before. yet are in charge of sales. Lack of understanding about sales process and how a sales cycle even works. It has changed from sales performance to metric based ""calls"" and ""correct contacts"" rather than the customer focused top line. Many employees are calling it their call center job because that's where the current manager came from and runs it like that. Micromanagement and low morale haunts pieces of the personal safety division. If you apply go for some area outside of inside sales and you'll be much happier. If you apply for a job outside of the area they will block you from moving on stating its ""a business necessity"" looking at not a personal career move but you are costing them money because they have to hire someone new. Advice to Management:Take a good hard look at who is running your teams and stop treating it like a call center. Distant manager who frequently says one thing and does another. Doesn't lead by example and is basically behind closed doors all day...if even present in the office at all.",0.3326735092864124,0.132355816226784,positive
"IT Analyst in Maplewood, MN",5,2019-05-05T00:00:00.000Z,25995350,Great Company! Very efficient teams!  Very helpful environment. Lot's of work.  Not using cutting edge tech.,0.5625,0.2125,positive
"Analytical Chemist in Loughborough, England",3,2019-05-03T00:00:00.000Z,25965586,"Treated like second class citizens  Limited company makes for good wages  Treated badly, exaggerated responsibility, lack of efficiency",0.4357142857142857,0.03214285714285714,positive
"Anonymous Employee in Saint Paul, MN",4,2019-05-02T00:00:00.000Z,25961321,"Opportunity to have a career of diverse experiences without having to leave the company  Innovative, choose your own path, international opportunity, very ethical and values-driven, open to new ideas, highly collaborative, people want to do the right thing, diverse industries and geographies  Conservative, slow moving at times, can be hierarchical, difficult to move decisions forward in the matrix Advice to Management:Empower down and accept risk up",0.5908316935589664,0.08968385150203334,positive
Global Strategic Sourcing Analyst,4,2019-05-02T00:00:00.000Z,25956570,"Great Company to start a career with  -large company, lots of exposure, and experience opportunities -lots of support from other peers -support to develop your own career path and invest in your own learning  -vacation time - 2 weeks is the base and isn't competitive anymore compared to other companies in the area",0.7040816326530612,0.16632653061224492,positive
"Digital Strategist in Maplewood, MN",5,2019-05-02T00:00:00.000Z,25954235,"Exceptional Company  3M does a great job of recognizing value in all levels of employment. They do a great job in allowing for work-life balance and in cases where appropriate, work-life balance.  Not everyone is cut out for every role; occasionally with the shifts in teams and management there are times where direction is not the most accessible, but this does not lead to huge issues in job performance/etc, you just need to be able to not always receive immediate guidance.",0.6138888888888889,0.5046296296296297,positive
"Manufacturing Manager in Saint Paul, MN",5,2019-05-02T00:00:00.000Z,25952214,"Manufacturing Technology Manager  Interesting products, ability to make decisions and have an impact. Lots of opportunity for career growth and change.  Very matrixed organization that can be very hard to learn. Culture that sometimes rewards seniority instead of knowledge and skills. Advice to Management:Need to change performance review process. Everyone at 3M is not average.",0.47604166666666664,0.09895833333333331,positive
"Communications Manager in Saint Paul, MN",4,2019-05-02T00:00:00.000Z,25952086,"Great place to learn and grow  3M's size and global reach make it a great opportunity to do a lot of different things.  It's overly complex structure makes it challenging to get things done and doesn't create a culture conducive to teamwork. However, recent organizational changes should address these issues.",0.5357142857142857,0.2571428571428572,positive
Anonymous Employee,4,2019-05-02T00:00:00.000Z,25951248,"A Company That Appreciates Curiosity/Hard Work  The culture as a whole truly appreciates pro-activeness, curiosity and subject matter experts: good ideas can come from anywhere and as long as you work hard and bring good ideas to the table they will be appreciated and valued! 3M also really embraces work/life balance and flexible schedules/work spaces. You are not penalized if you choose to WFH or have an nontraditional work schedule. As long as you get your work done and contribute you can be as flexible as you would like!  There are certainly a lot of complacent employees and people who will not think outside their box or job descriptions.",0.3814935064935065,0.15395021645021642,positive
Anonymous Employee,5,2019-05-02T00:00:00.000Z,25950165,"Great place to work!  Mobility opportunities, diverse product portfolio  none that I can think of",0.75,1.0,positive
Field Service Technician,5,2019-05-02T00:00:00.000Z,25949182,Benefits  Fantastic good transparency culture fairness  Very challenging at time but ok.,0.75,0.5625,positive
"Advanced Project Engineer in Minneapolis, MN",5,2019-05-01T00:00:00.000Z,25943317,"Great place to work for technically-minded people  Lots of autonomy, interesting projects, good pay.  Pretty conservative culture, plants in the middle of nowhere.",0.5700000000000001,0.45,positive
"Process Engineer in Greenville, SC",5,2019-05-01T00:00:00.000Z,25932651,"Good company for technical people  Tons of opportunities all across the world for manufacturing engineer and lab scientists, encouraged to move around and try new roles. Lots of knowledge sharing and networking opportunities.  Big company so management can be political and detached",0.27090909090909093,0.16727272727272727,positive
Marketing Coordinator,4,2019-04-30T00:00:00.000Z,25919465,"Great culture that promotes a positive mindset.  Leadership is well trained (as leaders), very cooperative, positive and fast paced environment. Good pay. Ability to grow (in the sales side, not on the operational side)  Especially entry level jobs (contract terms), they use people to get very basic operational work done and as soon as things are automatized they let them go, it is still a great opportunity to get exposure and make a big accomplishment to land in as a full time.",0.5366735537190082,0.31859504132231403,positive
Anonymous Employee,5,2019-04-28T00:00:00.000Z,25886967,"Manager (client facing)  Great people, positive attitude, good athmosphere. Working from home options  None that I can report as really cons",0.5238636363636364,0.4818181818181818,positive
Anonymous Employee,3,2019-04-28T00:00:00.000Z,25882502,Lack of career opportunities  Great Company to work  Lack of career opportunities Advice to Management:Provide career opportunities for performer,0.75,0.8,positive
Marketing,2,2019-04-25T00:00:00.000Z,25848904,Boring Job  flexible schedule - could work remotely  way too many pointless meetings!,0.55,-0.22812500000000002,negative
Principal Project Engineer,3,2019-04-24T00:00:00.000Z,25829673,"Still a solid company, but new hires aren't staying and  3M is still a really solid company, good benefits, work environment, with all the divisions there are opportunities to move around.  New hires aren't staying long, and experienced engineers, designers seem to be leaving h Advice to Management:Company needs a mix of senior engineers, experienced hire engineers and new hires. Too heavy on the new hires and experience that helps reduce missteps and mistakes just isn't there.",0.48347107438016523,0.23595041322314045,positive
Anonymous Employee,4,2019-04-23T00:00:00.000Z,25815699,"Nice company going through organizational restructing  Nice benefit, great internal mobility  Biased toward seniority vs. younger professionals",0.55,0.4,positive
"Manufacturing Engineer in New Ulm, MN",4,2019-04-23T00:00:00.000Z,25813200,"Rewarding career with a variety of industries to work in  Good management, competitive pay, and a good team to work with  None that come to mind",0.7333333333333334,0.6333333333333333,positive
"Customer Service in Austin, TX",1,2019-04-23T00:00:00.000Z,25796629,They don't know what they're doing  The weekly pay is the only thing that was positive there.  The training is beyond mediocre and the trainer is even worse. Advice to Management:Start taking some moral classes before even thinking about leaving your home.,0.6790909090909091,-0.13454545454545455,negative
"Slitter Operator in Greenville, SC",4,2019-04-20T00:00:00.000Z,25765410,"Very good company  This is a very good company to work for. I've been here for a year and a half. The pay is excellent and most co-workers are friendly. It's possible to move up but takes some time if you're new.  -Swing shift is the worst thing about this company. They talk about safety but yet don't seem to care about our health regarding whether we got enough sleep the previous night or day. Having to work 12 hrs after only getting 4 hours of sleep is not fun. You're either a day shift person or a night shift person, there is no in between. Your body will sleep better on one of those shifts. We could easily go to just 1st, 2nd, or 3rd shift. I understand that the machines have to run 24/7 to make money but this is wear and tear on our body. The people in the office don't understand because they don't have to work it. There are people that have worked here 30+ years and look worn down. I'm not trying to be that person if these hours continue. -Also we are encouraged to put in ideas for improvement but do not get compensated for it. The office gets bonuses for implementing these ideas but we just get a ""Good job"". We are a important piece in this process. Advice to Management:Place a little more care for your employees around work schedules.",0.5577318640955005,0.20628673094582187,positive
"Brand Manager in Manila, Manila",3,2019-04-18T00:00:00.000Z,25747667,"Innovative  Collaborative culture you can always be part of what's next. You are empowered to work on things that you are passionate for.  Very boxed, or at least groups and departments are. Advice to Management:See if culture cascade is trickled down to areas and countries or stays limited in HQ.",0.42596371882086165,0.01757369614512472,positive
"Marketing Communications Manager in Maplewood, MN",5,2019-04-18T00:00:00.000Z,25744034,"Supportive and Innovative Company  3M really supports innovation, specifically with it's 15% Culture, and provides it's employees great pay &amp; benefits.  Projects can move slow due to inefficient processes and lack of role clarity. Also, technology and tools can be a bit outdated. Advice to Management:Better understand what current employees want by asking them on an annual basis and not what they think they want.",0.5947916666666667,0.14687499999999998,positive
"Manager in Saint Paul, MN",1,2019-04-17T00:00:00.000Z,25731006,"Pay Well, Old Culture, Poor Leadership  Overall, they do pay well with good benefits. The overall base pay is strong, they match 401(k) at varying percentages based on level, offer an employee stock purchase program with a 15% discount and have the standard yearly pay increases  The company is clearly focused on and centered around B2B. They do not understand consumer driven businesses and do not adopt their business models and practices accordingly. If you come from a consumer based company, you will be very disappointed. Marketing budgets are consistently the first area to be cut and the company spends at approximately 1/3 of what other traditional CPG companies spend on marketing. They very much adopt the mindset of 'if you build a better mousetrap'. The company freely moves people in to roles where they have no experience or expertise. While I can appreciate the willingness to allow people to move freely within the company, they assign people to roles based on tenure, not experience or expertise. People with supply chain backgrounds run marketing, customer service backgrounds run sales departments and operations experts work in finance. Without a doubt, the core of this company is built around technical (R&amp;D) and operations. They do not understand nor care about marketing, strategy or sales. While the company claims to be focused on 'growth', all internal indications and behaviors clearly demonstrate they are focused on their historical nature of being a 'dividend' company. The company as a whole is terrible at prioritizing: every project, tactic and strategy is a priority. If you ask what is priority, the most common response will be 'all of them'. This lack of decisions making is consistent up and down leadership levels throughout the company. Very little, if any, decision making and prioritization is driven down in to the organization and employees are not empowered nor entrusted to make key decisions. Because of the historical pension program, the motivation is low among more tenured employees. Many are due to retire in the near future, with those that are near retirement uninterested in new ideas, business strategies or breakthrough innovation. The overall goal is to get to retirement without any significant change. Those with longer tenures do not value outside experience. Their is an unspoken understanding that those with outside experience are known for having 'A3' and 'B3' experience (i.e A.D. and B.C.). Only experience gained with 3M tends to be valued by other 3M'ers who have been with the company for most of their careers. The overall culture focuses on 'checking the box' and 'falling in line with your boss'. While titles appear to show a flat organization, make no mistake, decision making is very much hierarchical. The company needs a complete cultural reset to have a strong chance of succeeding in the future.",0.4030725436179982,0.0494212580348944,positive
Customer Service Representative,4,2019-04-17T00:00:00.000Z,25720618,"Working as a contractor  Very face paced company that is always changing and has constant opportunities  Being quiet, or shy isn't going to help you. It's best to get to know your team or supervisors to best secure any opportunities",0.38095238095238093,0.3,positive
"Anonymous Employee in Bracknell, England",1,2019-04-17T00:00:00.000Z,25719152,"Promotes Ethics to workers to hide unethical treatment of contractors  Big company, build new offices in poor countries because salaries are lower.  Discriminate against contractors. Make sure they are covered before they end contracts long before the workers are aware of it. Contractors not allowed to apply for jobs they have been doing for years, even when they are the only person who knows that job Advice to Management:Being ethical in the workplace means treating all your workers the same. Discrimination is against the law. Making even more profit at the expense of the less privileged is a crime.",0.45319100091827363,0.08815426997245178,positive
"Accounting Analyst in Saint Paul, MN",5,2019-04-16T00:00:00.000Z,25707781,"Great Place to Work in Finance &amp; Accounting  Highly collaborative environment Get to work with smart people Employees are encouraged to change jobs every 2-3 years to experience different business groups within the company and find where they are most effective and engaged.  Change can be slow, which is to be expected for a company of that size Advice to Management:Continue to focus on innovation and allow your employees the freedom to find creative solutions.",0.6258730158730159,0.2638095238095238,positive
"Industrial Placement Student in Bracknell, England",5,2019-04-16T00:00:00.000Z,25704670,"Industrial Placement Student  Culture, Salary, Work/ life balance, Great people, Great office  Lots of change - slight disconnect between senior management and rest of company",0.5555555555555556,0.4777777777777778,positive
"Frontline in Minneapolis, MN",5,2019-04-15T00:00:00.000Z,25680601,Frontline  Great experience! Would highly recommend  None-overall would highly recommend to anyone,0.61,0.43999999999999995,positive
Anonymous Employee,4,2019-04-13T00:00:00.000Z,25659149,Business Culture  Colleagues are friendly and great to work with within the team  Relook into the internal process,0.4166666666666667,0.39166666666666666,positive
"Anonymous Employee in London, ON",4,2019-04-12T00:00:00.000Z,25643880,"Personal development opportunities are everywhere  Accepted as you are, inclusive environment, high integrity and a very ethical company, relaxed dress code, high profile in the community for giving back. Pays very well in London ,ON  Not all teams can work remotely-yet! Advice to Management:Keep up the great work in the community and with developing your teams.",0.4585714285714286,0.23285714285714287,positive
Project Manager in Nairobi,4,2019-04-10T00:00:00.000Z,25603152,"Great team, compelling opportunities!  Exposure to different kinds of people and business scenarios.  You often have to put in the extra hours on tight-deadline hours. Advice to Management:Keep up the good work!",0.53,0.41,positive
Anonymous Employee,5,2019-04-09T00:00:00.000Z,25593114,"Electrical Engineer Intern for students  Critical thinking, nice environment, and a great learning atmosphere.  Everything here is perfect and hope to be here again.",0.8875,0.6,positive
"Quality Manager in Maplewood, MN",3,2019-04-06T00:00:00.000Z,25544763,"Quality Manager  Benefits, pay, opportunities to grow  The CWS structure. Many departments can not function without the additional resources. 1. The turnover for contract is super high 2. If we need contract workers all the time, then the position should be full time 3M especially in customer facing positions. Advice to Management:If customers are #1, ensure customer facing positions are fully staffed with 3Mers and have enough people to serve the customer.",0.6261111111111112,0.2238888888888889,positive
"Financial Analyst in Maplewood, MN",2,2019-04-04T00:00:00.000Z,25514496,"Contract worker in financial dep. For business transformation.  3m name on my resume, experience and network connections.  Process improvement did not happen fast, no planning ahead, no leadership, and exclusion was so bad as a CW. I would not treat people like that!!!! It felt awful. Advice to Management:Change management, hire new employees with experience from the outside world, master degree min, encourage staff to improve and go back to school with paid assistance no criteria no limits, engage all staff at every level, many low workers have many ideas that should be heard and implemented. Dont keep limiting and hiring cw's for increased work with out loyalty or commitment, get back to a strong work force, right person for the right seat, but dont just be a seat filler!!!! Get better recruiting sources so supervisor are not just hr liaisons.",0.425064935064935,0.08353039321789323,positive
Anonymous Employee,2,2019-04-01T00:00:00.000Z,25459938,"Old School, robotic company  Great opporunities to grow if you are willing to relocate and are liked by others  * Corporate HR are robot * The wrong people are rewarded * Some employees take credit for work that they did not do * Compensation is good if you live in the Midwest or South but below average for the Northeast or West Coast * Too many passive aggressive mid-Westerners working in Northeast and West Coast locations",0.5090909090909091,0.21239669421487603,positive
"Account Executive in Atlanta, GA",3,2019-03-31T00:00:00.000Z,25440197,"Average  Benefits, security and life balance  No career development and age bias against young and old Advice to Management:Develop your employees to advance and start really training your supervisors. Very weak at both. Expect employees to sink or swim on their own.",0.5020833333333333,0.06041666666666665,positive
Anonymous Employee,4,2019-03-30T00:00:00.000Z,25426598,"Marketing Intern  - lots of work to do! They keep you busy - Opportunities to work on a variety of projects - can decide projects to some extent - Give you a lot of freedom to make the projects in your own vision  - My team didn't get along very well, but I think it was specific to my department",0.43125,0.22499999999999998,positive
"Outside Sales Representative in San Francisco, CA",5,2019-03-29T00:00:00.000Z,25421052,"3M review  Amazing work life balance, fantastic company.  Upper management and approvals move slowly.",0.55,0.175,positive
Anonymous Employee,4,2019-03-29T00:00:00.000Z,25410225,"Regional sales manager  Good structure, Develops their people,  Recirculates employees and does not ackowledge career trajectory Advice to Management:Maintain employee trajectory",0.6000000000000001,0.7,positive
